Time@Axial Accel (Gs),Axial Accel (Gs),bILBA,Time@Lateral Accel (Gs),Lateral Accel (Gs),bILBA
62.3338,0.12,b1111,124.668,0.43,b1111
62.3363,0.05,b1111,124.673,0.43,b1111
62.3387,0.05,b1111,124.677,0.43,b1111
62.3413,0.12,b1111,124.683,0.52,b1111
62.3438,0.19,b1111,124.688,0.52,b1111
62.3462,0.05,b1111,124.692,0.7,b1111
62.3488,0.19,b1111,124.698,0.7,b1111
62.3512,0.19,b1111,124.702,0.7,b1111
62.3537,0.19,b1111,124.707,0.7,b1111
62.3563,0.19,b1111,124.713,0.7,b1111
62.3587,0.05,b1111,124.717,0.7,b1111
62.3613,0.12,b1111,124.723,0.78,b1111
62.3638,0.12,b1111,124.728,0.96,b1111
62.3662,0.05,b1111,124.732,0.96,b1111
62.3688,0.05,b1111,124.738,0.87,b1111
62.3713,0.05,b1111,124.743,0.96,b1111
62.3737,0.12,b1111,124.747,1.05,b1111
62.3763,0.12,b1111,124.753,1.22,b1111
62.3787,0.19,b1111,124.757,1.22,b1111
62.3812,0.05,b1111,124.762,1.22,b1111
62.3838,0.12,b1111,124.768,1.22,b1111
62.3862,0.19,b1111,124.772,1.4,b1111
62.3887,0.05,b1111,124.777,1.57,b1111
62.3913,0.12,b1111,124.783,1.66,b1111
62.3937,0.05,b1111,124.787,1.75,b1111
62.3963,0.05,b1111,124.793,1.92,b1111
62.3988,0.05,b1111,124.798,2.1,b1111
62.4012,0.05,b1111,124.802,2.1,b1111
62.4038,0.05,b1111,124.808,2.1,b1111
62.4063,0.05,b1111,124.813,2.18,b1111
62.4087,0.12,b1111,124.817,2.27,b1111
62.4113,0.12,b1111,124.823,2.36,b1111
62.4137,0.12,b1111,124.827,2.45,b1111
62.4162,0.19,b1111,124.832,2.45,b1111
62.4188,0.19,b1111,124.838,2.45,b1111
62.4212,0.19,b1111,124.842,2.45,b1111
62.4238,0.05,b1111,124.848,2.53,b1111
62.4263,0.12,b1111,124.853,2.45,b1111
62.4287,0.05,b1111,124.857,2.53,b1111
62.4313,0.05,b1111,124.863,2.53,b1111
62.4338,0.12,b1111,124.868,2.53,b1111
62.4362,0.12,b1111,124.872,2.53,b1111
62.4388,0.05,b1111,124.878,2.45,b1111
62.4412,0.12,b1111,124.882,2.45,b1111
62.4437,0.19,b1111,124.887,2.27,b1111
62.4463,0.19,b1111,124.893,2.27,b1111
62.4487,0.12,b1111,124.897,2.1,b1111
62.4512,0.12,b1111,124.902,2.1,b1111
62.4538,0.05,b1111,124.908,2.1,b1111
62.4562,0.05,b1111,124.912,2.1,b1111
62.4588,0.05,b1111,124.918,2.1,b1111
62.4613,0.05,b1111,124.923,1.92,b1111
62.4637,0.05,b1111,124.927,2.1,b1111
62.4663,0.12,b1111,124.933,2.1,b1111
62.4688,0.05,b1111,124.938,1.92,b1111
62.4712,0.12,b1111,124.942,1.92,b1111
62.4738,0.05,b1111,124.948,1.75,b1111
62.4762,0.12,b1111,124.952,1.83,b1111
62.4787,0.05,b1111,124.957,2.01,b1111
62.4813,0.05,b1111,124.963,2.1,b1111
62.4837,0.05,b1111,124.967,2.1,b1111
62.4863,0.05,b1111,124.973,2.18,b1111
62.4888,0.05,b1111,124.978,2.27,b1111
62.4912,0.05,b1111,124.982,2.18,b1111
62.4938,-0.02,b1111,124.988,2.27,b1111
62.4963,0.05,b1111,124.993,2.45,b1111
62.4987,0.05,b1111,124.997,2.53,b1111
62.5013,0.05,b1111,125.003,2.53,b1111
62.5037,0.05,b1111,125.007,2.62,b1111
62.5062,0.05,b1111,125.012,2.45,b1111
62.5088,0.05,b1111,125.018,2.62,b1111
62.5112,0.05,b1111,125.022,2.8,b1111
62.5137,-0.09,b1111,125.027,2.8,b1111
62.5163,0.05,b1111,125.033,2.8,b1111
62.5187,-0.02,b1111,125.037,2.62,b1111
62.5213,-0.02,b1111,125.043,2.62,b1111
62.5238,0.05,b1111,125.048,2.89,b1111
62.5262,0.05,b1111,125.052,2.97,b1111
62.5288,0.05,b1111,125.058,2.8,b1111
62.5313,0.05,b1111,125.063,2.8,b1111
62.5337,0.05,b1111,125.067,2.8,b1111
62.5363,-0.02,b1111,125.073,2.8,b1111
62.5387,-0.16,b1111,125.077,3.15,b1111
62.5412,-0.09,b1111,125.082,2.97,b1111
62.5438,-0.02,b1111,125.088,2.8,b1111
62.5462,-0.16,b1111,125.092,2.8,b1111
62.5488,-0.16,b1111,125.098,2.71,b1111
62.5513,-0.16,b1111,125.103,2.8,b1111
62.5537,-0.23,b1111,125.107,2.8,b1111
62.5563,-0.23,b1111,125.113,2.8,b1111
62.5588,-0.23,b1111,125.118,2.45,b1111
62.5612,-0.23,b1111,125.122,2.27,b1111
62.5638,-0.16,b1111,125.128,2.1,b1111
62.5662,-0.23,b1111,125.132,2.18,b1111
62.5687,-0.23,b1111,125.137,2.1,b1111
62.5713,-0.23,b1111,125.143,2.18,b1111
62.5737,-0.16,b1111,125.147,2.1,b1111
62.5762,-0.16,b1111,125.152,1.83,b1111
62.5788,-0.23,b1111,125.158,1.75,b1111
62.5812,-0.23,b1111,125.162,1.66,b1111
62.5838,-0.37,b1111,125.168,1.66,b1111
62.5863,-0.23,b1111,125.173,1.57,b1111
62.5887,-0.23,b1111,125.177,1.4,b1111
62.5913,-0.23,b1111,125.183,1.4,b1111
62.5938,-0.51,b1111,125.188,1.4,b1111
62.5962,-0.37,b1111,125.192,1.4,b1111
62.5988,-0.51,b1111,125.198,1.4,b1111
62.6012,-0.37,b1111,125.202,1.4,b1111
62.6037,-0.23,b1111,125.207,1.22,b1111
62.6063,-0.79,b1111,125.213,1.22,b1111
62.6087,-0.79,b1111,125.217,1.05,b1111
62.6113,-0.79,b1111,125.223,1.05,b1111
62.6138,-0.79,b1111,125.228,0.96,b1111
62.6162,-0.79,b1111,125.232,0.87,b1111
62.6188,-0.86,b1111,125.238,0.87,b1111
62.6213,-0.86,b1111,125.243,0.78,b1111
62.6237,-0.93,b1111,125.247,0.78,b1111
62.6263,-0.93,b1111,125.253,0.78,b1111
62.6287,-0.86,b1111,125.257,0.78,b1111
62.6312,-0.93,b1111,125.262,0.7,b1111
62.6338,-0.93,b1111,125.268,0.7,b1111
62.6362,-0.93,b1111,125.272,0.52,b1111
62.6387,-0.86,b1111,125.277,0.52,b1111
62.6413,-1,b1111,125.283,0.52,b1111
62.6437,-0.93,b1111,125.287,0.43,b1111
62.6463,-0.93,b1111,125.293,0.52,b1111
62.6488,-0.86,b1111,125.298,0.43,b1111
62.6512,-1,b1111,125.302,0.35,b1111
62.6538,-0.93,b1111,125.308,0.17,b1111
62.6563,-1.07,b1111,125.313,0.26,b1111
62.6587,-1,b1111,125.317,0.08,b1111
62.6613,-1,b1111,125.323,0.08,b1111
62.6637,-1.07,b1111,125.327,0,b1111
62.6662,-1.07,b1111,125.332,0,b1111
62.6688,-1.07,b1111,125.338,0,b1111
62.6712,-1.07,b1111,125.342,0,b1111
62.6738,-1.07,b1111,125.348,0,b1111
62.6763,-1.07,b1111,125.353,0,b1111
62.6787,-1.07,b1111,125.357,0,b1111
62.6813,-1.07,b1111,125.363,0,b1111
62.6838,-1.07,b1111,125.368,0,b1111
62.6862,-1.07,b1111,125.372,0,b1111
62.6888,-1.07,b1111,125.378,0,b1111
62.6912,-1.07,b1111,125.382,0,b1111
62.6937,-1.14,b1111,125.387,0.08,b1111
62.6963,-1.07,b1111,125.393,0,b1111
62.6987,-1.14,b1111,125.397,0,b1111
62.7012,-1.14,b1111,125.402,0,b1111
62.7038,-1.22,b1111,125.408,0,b1111
62.7062,-1.14,b1111,125.412,0.08,b1111
62.7088,-1.36,b1111,125.418,0.17,b1111
62.7113,-1.36,b1111,125.423,0,b1111
62.7137,-1.36,b1111,125.427,0.17,b1111
62.7163,-1.29,b1111,125.433,0.78,b1111
62.7188,-1.36,b1111,125.438,0.52,b1111
62.7212,-1.36,b1111,125.442,0.52,b1111
62.7238,-1.36,b1111,125.448,0.7,b1111
62.7262,-1.36,b1111,125.452,0.61,b1111
62.7287,-1.5,b1111,125.457,0.7,b1111
62.7313,-1.43,b1111,125.463,0.78,b1111
62.7337,-1.36,b1111,125.467,0.7,b1111
62.7363,-1.36,b1111,125.473,0.87,b1111
62.7388,-1.29,b1111,125.478,0.78,b1111
62.7412,-1.36,b1111,125.482,0.87,b1111
62.7438,-1.22,b1111,125.488,0.96,b1111
62.7463,-1.29,b1111,125.493,1.13,b1111
62.7487,-1.36,b1111,125.497,1.22,b1111
62.7513,-1.36,b1111,125.503,1.13,b1111
62.7537,-1.36,b1111,125.507,1.13,b1111
62.7562,-1.43,b1111,125.512,1.22,b1111
62.7588,-1.36,b1111,125.518,1.22,b1111
62.7612,-1.36,b1111,125.522,1.4,b1111
62.7637,-1.36,b1111,125.527,1.4,b1111
62.7663,-1.36,b1111,125.533,1.57,b1111
62.7687,-1.36,b1111,125.537,1.48,b1111
62.7713,-1.36,b1111,125.543,1.57,b1111
62.7738,-1.43,b1111,125.548,1.57,b1111
62.7762,-1.36,b1111,125.552,1.75,b1111
62.7788,-1.43,b1111,125.558,1.92,b1111
62.7813,-1.36,b1111,125.563,1.92,b1111
62.7837,-1.29,b1111,125.567,1.66,b1111
62.7863,-1.36,b1111,125.573,1.75,b1111
62.7887,-1.36,b1111,125.577,1.75,b1111
62.7912,-1.36,b1111,125.582,1.92,b1111
62.7938,-1.36,b1111,125.588,1.92,b1111
62.7962,-1.36,b1111,125.592,1.92,b1111
62.7988,-1.36,b1111,125.598,2.1,b1111
62.8013,-1.36,b1111,125.603,2.1,b1111
62.8037,-1.36,b1111,125.607,1.92,b1111
62.8063,-1.29,b1111,125.613,1.83,b1111
62.8088,-1.36,b1111,125.618,1.83,b1111
62.8112,-1.29,b1111,125.622,1.75,b1111
62.8138,-1.22,b1111,125.628,1.66,b1111
62.8162,-1.22,b1111,125.632,1.75,b1111
62.8187,-1.22,b1111,125.637,1.57,b1111
62.8213,-1.36,b1111,125.643,1.57,b1111
62.8237,-1.29,b1111,125.647,1.57,b1111
62.8262,-1.14,b1111,125.652,1.48,b1111
62.8288,-1.07,b1111,125.658,1.4,b1111
62.8312,-1.22,b1111,125.662,1.22,b1111
62.8338,-1.14,b1111,125.668,1.22,b1111
62.8363,-1.14,b1111,125.673,1.05,b1111
62.8387,-1.22,b1111,125.677,0.96,b1111
62.8413,-1.22,b1111,125.683,1.05,b1111
62.8438,-1.14,b1111,125.688,1.05,b1111
62.8462,-1.14,b1111,125.692,0.87,b1111
62.8488,-1.14,b1111,125.698,0.87,b1111
62.8512,-1.14,b1111,125.702,0.87,b1111
62.8537,-1.14,b1111,125.707,0.87,b1111
62.8563,-1.07,b1111,125.713,0.78,b1111
62.8587,-1.07,b1111,125.717,0.7,b1111
62.8613,-1.07,b1111,125.723,0.7,b1111
62.8638,-1.07,b1111,125.728,0.7,b1111
62.8662,-1.07,b1111,125.732,0.52,b1111
62.8688,-1.07,b1111,125.738,0.52,b1111
62.8713,-1.07,b1111,125.743,0.7,b1111
62.8737,-1,b1111,125.747,0.7,b1111
62.8763,-1,b1111,125.753,0.61,b1111
62.8787,-1,b1111,125.757,0.52,b1111
62.8812,-0.93,b1111,125.762,0.52,b1111
62.8838,-1.07,b1111,125.768,0.7,b1111
62.8862,-1,b1111,125.772,0.7,b1111
62.8887,-1,b1111,125.777,0.7,b1111
62.8913,-0.93,b1111,125.783,0.7,b1111
62.8937,-0.93,b1111,125.787,0.78,b1111
62.8963,-0.93,b1111,125.793,0.7,b1111
62.8988,-1.07,b1111,125.798,0.87,b1111
62.9012,-0.93,b1111,125.802,0.87,b1111
62.9038,-0.79,b1111,125.808,0.78,b1111
62.9063,-0.86,b1111,125.813,0.87,b1111
62.9087,-0.86,b1111,125.817,0.87,b1111
62.9113,-0.93,b1111,125.823,0.96,b1111
62.9137,-0.86,b1111,125.827,0.96,b1111
62.9162,-0.86,b1111,125.832,1.05,b1111
62.9188,-0.93,b1111,125.838,1.05,b1111
62.9212,-0.93,b1111,125.842,1.05,b1111
62.9238,-0.93,b1111,125.848,1.05,b1111
62.9263,-0.93,b1111,125.853,1.13,b1111
62.9287,-0.37,b1111,125.857,1.13,b1111
62.9313,-0.79,b1111,125.863,1.05,b1111
62.9338,-0.37,b1111,125.868,1.05,b1111
62.9362,-0.37,b1111,125.872,1.05,b1111
62.9388,-0.65,b1111,125.878,1.05,b1111
62.9412,-0.51,b1111,125.882,1.05,b1111
62.9437,-0.86,b1111,125.887,1.13,b1111
62.9463,-0.86,b1111,125.893,0.96,b1111
62.9487,-0.86,b1111,125.897,1.05,b1111
62.9512,-0.93,b1111,125.902,0.87,b1111
62.9538,-0.65,b1111,125.908,0.87,b1111
62.9562,-0.79,b1111,125.912,0.78,b1111
62.9588,-0.51,b1111,125.918,0.7,b1111
62.9613,-0.37,b1111,125.923,0.7,b1111
62.9637,-0.51,b1111,125.927,0.52,b1111
62.9663,-0.93,b1111,125.933,0.52,b1111
62.9688,-0.86,b1111,125.938,0.35,b1111
62.9712,-0.86,b1111,125.942,0.17,b1111
62.9738,-0.86,b1111,125.948,0.17,b1111
62.9762,-0.93,b1111,125.952,0.08,b1111
62.9787,-0.93,b1111,125.957,0,b1111
62.9813,-0.86,b1111,125.963,-0.17,b1111
62.9837,-0.93,b1111,125.967,-0.35,b1111
62.9863,-0.86,b1111,125.973,-0.52,b1111
62.9888,-0.93,b1111,125.978,-0.35,b1111
62.9912,-0.93,b1111,125.982,-0.26,b1111
62.9938,-0.93,b1111,125.988,-0.35,b1111
62.9963,-0.86,b1111,125.993,-0.43,b1111
62.9987,-0.79,b1111,125.997,-0.61,b1111
63.0013,-0.86,b1111,126.003,-0.7,b1111
63.0037,-0.86,b1111,126.007,-0.87,b1111
63.0062,-0.93,b1111,126.012,-0.7,b1111
63.0088,-0.93,b1111,126.018,-0.7,b1111
63.0112,-0.93,b1111,126.022,-0.7,b1111
63.0137,-1,b1111,126.027,-0.96,b1111
63.0163,-0.86,b1111,126.033,-0.96,b1111
63.0187,-0.93,b1111,126.037,-0.96,b1111
63.0213,-1.07,b1111,126.043,-0.96,b1111
63.0238,-1,b1111,126.048,-0.96,b1111
63.0262,-1,b1111,126.052,-0.96,b1111
63.0288,-1,b1111,126.058,-1.05,b1111
63.0313,-1,b1111,126.063,-1.4,b1111
63.0337,-0.93,b1111,126.067,-1.05,b1111
63.0363,-1.07,b1111,126.073,-0.96,b1111
63.0387,-1.07,b1111,126.077,-1.05,b1111
63.0412,-1,b1111,126.082,-0.96,b1111
63.0438,-0.93,b1111,126.088,-0.96,b1111
63.0462,-0.93,b1111,126.092,-1.05,b1111
63.0488,-0.93,b1111,126.098,-1.4,b1111
63.0513,-0.93,b1111,126.103,-1.4,b1111
63.0537,-1.07,b1111,126.107,-1.4,b1111
63.0563,-0.93,b1111,126.113,-1.05,b1111
63.0588,-0.86,b1111,126.118,-0.96,b1111
63.0612,-1.07,b1111,126.122,-0.87,b1111
63.0638,-1.07,b1111,126.128,-0.96,b1111
63.0662,-1,b1111,126.132,-0.87,b1111
63.0687,-0.93,b1111,126.137,-0.7,b1111
63.0713,-0.93,b1111,126.143,-0.87,b1111
63.0737,-1,b1111,126.147,-0.7,b1111
63.0762,-1,b1111,126.152,-0.7,b1111
63.0788,-0.93,b1111,126.158,-0.7,b1111
63.0812,-1,b1111,126.162,-0.61,b1111
63.0838,-0.93,b1111,126.168,-0.61,b1111
63.0863,-1,b1111,126.173,-0.52,b1111
63.0887,-0.93,b1111,126.177,-0.43,b1111
63.0913,-1.07,b1111,126.183,-0.26,b1111
63.0938,-1,b1111,126.188,-0.26,b1111
63.0962,-1,b1111,126.192,-0.17,b1111
63.0988,-1.07,b1111,126.198,0,b1111
63.1012,-1,b1111,126.202,0,b1111
63.1037,-1.07,b1111,126.207,0,b1111
63.1063,-0.93,b1111,126.213,0.17,b1111
63.1087,-0.93,b1111,126.217,0.17,b1111
63.1113,-1,b1111,126.223,0.35,b1111
63.1138,-0.93,b1111,126.228,0.52,b1111
63.1162,-1,b1111,126.232,0.52,b1111
63.1188,-1.07,b1111,126.238,0.7,b1111
63.1213,-1.07,b1111,126.243,0.78,b1111
63.1237,-1.07,b1111,126.247,1.05,b1111
63.1263,-1.07,b1111,126.253,1.05,b1111
63.1287,-1.07,b1111,126.257,1.05,b1111
63.1312,-1.07,b1111,126.262,1.05,b1111
63.1338,-1,b1111,126.268,1.13,b1111
63.1362,-1,b1111,126.272,1.05,b1111
63.1387,-1,b1111,126.277,1.05,b1111
63.1413,-0.93,b1111,126.283,0.96,b1111
63.1437,-1,b1111,126.287,0.96,b1111
63.1463,-0.93,b1111,126.293,1.05,b1111
63.1488,-0.86,b1111,126.298,0.87,b1111
63.1512,-0.93,b1111,126.302,0.7,b1111
63.1538,-0.93,b1111,126.308,0.52,b1111
63.1563,-1,b1111,126.313,0.52,b1111
63.1587,-1,b1111,126.317,0.43,b1111
63.1613,-0.93,b1111,126.323,0.35,b1111
63.1637,-0.93,b1111,126.327,0.26,b1111
63.1662,-0.51,b1111,126.332,0,b1111
63.1688,-0.65,b1111,126.338,0.08,b1111
63.1712,-0.65,b1111,126.342,0,b1111
63.1738,-0.51,b1111,126.348,0,b1111
63.1763,-0.65,b1111,126.353,-0.17,b1111
63.1787,-0.79,b1111,126.357,-0.17,b1111
63.1813,-1,b1111,126.363,-0.26,b1111
63.1838,-0.93,b1111,126.368,-0.35,b1111
63.1862,-0.93,b1111,126.372,-0.52,b1111
63.1888,-0.86,b1111,126.378,-0.35,b1111
63.1912,-0.37,b1111,126.382,-0.35,b1111
63.1937,-0.37,b1111,126.387,-0.35,b1111
63.1963,-0.37,b1111,126.393,-0.35,b1111
63.1987,-0.23,b1111,126.397,-0.17,b1111
63.2012,-0.51,b1111,126.402,-0.17,b1111
63.2038,-0.65,b1111,126.408,-0.17,b1111
63.2062,-0.37,b1111,126.412,-0.26,b1111
63.2088,-0.65,b1111,126.418,-0.17,b1111
63.2113,-0.37,b1111,126.423,0,b1111
63.2137,-0.51,b1111,126.427,0,b1111
63.2163,-0.23,b1111,126.433,0,b1111
63.2188,-0.16,b1111,126.438,0.17,b1111
63.2212,-0.23,b1111,126.442,0.08,b1111
63.2238,-0.23,b1111,126.448,0.17,b1111
63.2262,-0.23,b1111,126.452,0.26,b1111
63.2287,-0.23,b1111,126.457,0.35,b1111
63.2313,-0.23,b1111,126.463,0.35,b1111
63.2337,-0.16,b1111,126.467,0.52,b1111
63.2363,-0.16,b1111,126.473,0.7,b1111
63.2388,-0.09,b1111,126.478,0.7,b1111
63.2412,-0.09,b1111,126.482,0.52,b1111
63.2438,0.05,b1111,126.488,0.7,b1111
63.2463,0.05,b1111,126.493,0.7,b1111
63.2487,0.05,b1111,126.497,0.7,b1111
63.2513,0.12,b1111,126.503,0.7,b1111
63.2537,0.12,b1111,126.507,0.7,b1111
63.2562,0.12,b1111,126.512,0.7,b1111
63.2588,0.05,b1111,126.518,0.43,b1111
63.2612,0.05,b1111,126.522,0.35,b1111
63.2637,0.12,b1111,126.527,0.35,b1111
63.2663,0.12,b1111,126.533,0.35,b1111
63.2687,0.19,b1111,126.537,0.08,b1111
63.2713,0.19,b1111,126.543,0,b1111
63.2738,0.4,b1111,126.548,-0.17,b1111
63.2762,0.47,b1111,126.552,-0.17,b1111
63.2788,0.47,b1111,126.558,-0.26,b1111
63.2813,0.54,b1111,126.563,-0.35,b1111
63.2837,0.4,b1111,126.567,-0.52,b1111
63.2863,0.33,b1111,126.573,-0.7,b1111
63.2887,0.33,b1111,126.577,-0.87,b1111
63.2912,0.4,b1111,126.582,-1.05,b1111
63.2938,0.61,b1111,126.588,-1.57,b1111
63.2962,0.47,b1111,126.592,-1.83,b1111
63.2988,0.47,b1111,126.598,-1.92,b1111
63.3013,0.61,b1111,126.603,-1.92,b1111
63.3037,0.75,b1111,126.607,-1.92,b1111
63.3063,0.61,b1111,126.613,-2.1,b1111
63.3088,0.61,b1111,126.618,-2.45,b1111
63.3112,0.61,b1111,126.622,-2.62,b1111
63.3138,0.61,b1111,126.628,-2.53,b1111
63.3162,0.61,b1111,126.632,-2.53,b1111
63.3187,0.68,b1111,126.637,-2.27,b1111
63.3213,0.82,b1111,126.643,-2.27,b1111
63.3237,0.82,b1111,126.647,-2.62,b1111
63.3262,0.82,b1111,126.652,-2.62,b1111
63.3288,0.82,b1111,126.658,-2.45,b1111
63.3312,0.89,b1111,126.662,-2.36,b1111
63.3338,1.03,b1111,126.668,-2.27,b1111
63.3363,0.89,b1111,126.673,-2.27,b1111
63.3387,0.89,b1111,126.677,-2.1,b1111
63.3413,0.82,b1111,126.683,-1.75,b1111
63.3438,0.61,b1111,126.688,-1.75,b1111
63.3462,0.82,b1111,126.692,-1.75,b1111
63.3488,0.68,b1111,126.698,-1.66,b1111
63.3512,0.82,b1111,126.702,-1.66,b1111
63.3537,0.89,b1111,126.707,-1.57,b1111
63.3563,0.89,b1111,126.713,-1.4,b1111
63.3587,0.89,b1111,126.717,-1.4,b1111
63.3613,0.89,b1111,126.723,-0.96,b1111
63.3638,0.89,b1111,126.728,-0.87,b1111
63.3662,0.89,b1111,126.732,-0.87,b1111
63.3688,0.89,b1111,126.738,-0.7,b1111
63.3713,0.82,b1111,126.743,-0.61,b1111
63.3737,0.82,b1111,126.747,-0.7,b1111
63.3763,0.82,b1111,126.753,-0.52,b1111
63.3787,0.82,b1111,126.757,-0.26,b1111
63.3812,0.82,b1111,126.762,-0.26,b1111
63.3838,0.82,b1111,126.768,-0.35,b1111
63.3862,0.89,b1111,126.772,-0.17,b1111
63.3887,0.82,b1111,126.777,-0.17,b1111
63.3913,0.82,b1111,126.783,0,b1111
63.3937,0.68,b1111,126.787,0.08,b1111
63.3963,0.61,b1111,126.793,0.17,b1111
63.3988,0.61,b1111,126.798,0.35,b1111
63.4012,0.61,b1111,126.802,0.43,b1111
63.4038,0.61,b1111,126.808,0.52,b1111
63.4063,0.61,b1111,126.813,0.7,b1111
63.4087,0.68,b1111,126.817,0.7,b1111
63.4113,0.61,b1111,126.823,0.7,b1111
63.4137,0.61,b1111,126.827,0.87,b1111
63.4162,0.61,b1111,126.832,0.96,b1111
63.4188,0.61,b1111,126.838,0.96,b1111
63.4212,0.54,b1111,126.842,1.05,b1111
63.4238,0.61,b1111,126.848,0.96,b1111
63.4263,0.54,b1111,126.853,1.05,b1111
63.4287,0.61,b1111,126.857,1.05,b1111
63.4313,0.47,b1111,126.863,1.05,b1111
63.4338,0.47,b1111,126.868,1.05,b1111
63.4362,0.47,b1111,126.872,1.05,b1111
63.4388,0.47,b1111,126.878,1.22,b1111
63.4412,0.47,b1111,126.882,1.31,b1111
63.4437,0.47,b1111,126.887,1.4,b1111
63.4463,0.4,b1111,126.893,1.57,b1111
63.4487,0.4,b1111,126.897,1.66,b1111
63.4512,0.33,b1111,126.902,1.57,b1111
63.4538,0.33,b1111,126.908,1.48,b1111
63.4562,0.26,b1111,126.912,1.48,b1111
63.4588,0.26,b1111,126.918,1.48,b1111
63.4613,0.19,b1111,126.923,1.4,b1111
63.4637,0.12,b1111,126.927,1.48,b1111
63.4663,0.26,b1111,126.933,1.4,b1111
63.4688,0.12,b1111,126.938,1.4,b1111
63.4712,0.19,b1111,126.942,1.4,b1111
63.4738,0.19,b1111,126.948,1.22,b1111
63.4762,0.12,b1111,126.952,1.4,b1111
63.4787,0.12,b1111,126.957,1.4,b1111
63.4813,0.05,b1111,126.963,1.31,b1111
63.4837,0.05,b1111,126.967,1.4,b1111
63.4863,0.05,b1111,126.973,1.22,b1111
63.4888,0.05,b1111,126.978,1.22,b1111
63.4912,-0.02,b1111,126.982,1.22,b1111
63.4938,-0.09,b1111,126.988,1.22,b1111
63.4963,-0.02,b1111,126.993,1.13,b1111
63.4987,-0.09,b1111,126.997,1.22,b1111
63.5013,-0.16,b1111,127.003,1.13,b1111
63.5037,-0.23,b1111,127.007,1.05,b1111
63.5062,-0.79,b1111,127.012,1.05,b1111
63.5088,0.19,b1111,127.018,0.96,b1111
63.5112,-0.02,b1111,127.022,0.87,b1111
63.5137,-0.02,b1111,127.027,0.78,b1111
63.5163,-0.37,b1111,127.033,0.78,b1111
63.5187,-0.16,b1111,127.037,0.78,b1111
63.5213,-0.37,b1111,127.043,0.78,b1111
63.5238,-0.37,b1111,127.048,0.78,b1111
63.5262,-0.23,b1111,127.052,0.78,b1111
63.5288,-0.37,b1111,127.058,0.78,b1111
63.5313,-0.23,b1111,127.063,0.78,b1111
63.5337,-0.23,b1111,127.067,0.7,b1111
63.5363,-0.23,b1111,127.073,0.7,b1111
63.5387,-0.37,b1111,127.077,0.7,b1111
63.5412,-0.37,b1111,127.082,0.7,b1111
63.5438,-0.37,b1111,127.088,0.7,b1111
63.5462,-0.65,b1111,127.092,0.78,b1111
63.5488,-0.79,b1111,127.098,0.7,b1111
63.5513,-0.79,b1111,127.103,0.7,b1111
63.5537,-0.93,b1111,127.107,0.7,b1111
63.5563,-0.86,b1111,127.113,0.7,b1111
63.5588,-0.86,b1111,127.118,0.7,b1111
63.5612,-0.86,b1111,127.122,0.7,b1111
63.5638,-0.86,b1111,127.128,0.7,b1111
63.5662,-0.65,b1111,127.132,0.7,b1111
63.5687,-0.37,b1111,127.137,0.52,b1111
63.5713,-0.93,b1111,127.143,0.52,b1111
63.5737,-0.86,b1111,127.147,0.52,b1111
63.5762,-0.93,b1111,127.152,0.43,b1111
63.5788,-1.07,b1111,127.158,0.43,b1111
63.5812,-1,b1111,127.162,0.35,b1111
63.5838,-1.07,b1111,127.168,0.43,b1111
63.5863,-0.93,b1111,127.173,0.43,b1111
63.5887,-0.93,b1111,127.177,0.35,b1111
63.5913,-1,b1111,127.183,0.35,b1111
63.5938,-1.07,b1111,127.188,0.35,b1111
63.5962,-1,b1111,127.192,0.17,b1111
63.5988,-0.93,b1111,127.198,0.17,b1111
63.6012,-1.07,b1111,127.202,0.17,b1111
63.6037,-1.07,b1111,127.207,0.17,b1111
63.6063,-1.07,b1111,127.213,0,b1111
63.6087,-1.07,b1111,127.217,0,b1111
63.6113,-1.22,b1111,127.223,0,b1111
63.6138,-1.07,b1111,127.228,0,b1111
63.6162,-1.14,b1111,127.232,0,b1111
63.6188,-1.07,b1111,127.238,0,b1111
63.6213,-1.07,b1111,127.243,0,b1111
63.6237,-1.07,b1111,127.247,0,b1111
63.6263,-1.07,b1111,127.253,0,b1111
63.6287,0.19,b1111,127.257,-0.17,b1111
63.6312,-0.86,b1111,127.262,-0.17,b1111
63.6338,-0.72,b1111,127.268,-0.26,b1111
63.6362,-1,b1111,127.272,-0.26,b1111
63.6387,-1.07,b1111,127.277,-0.26,b1111
63.6413,-1.07,b1111,127.283,-0.35,b1111
63.6437,-1.07,b1111,127.287,-0.26,b1111
63.6463,-1,b1111,127.293,-0.35,b1111
63.6488,-1.07,b1111,127.298,-0.43,b1111
63.6512,-1,b1111,127.302,-0.52,b1111
63.6538,-1,b1111,127.308,-0.52,b1111
63.6563,-1.07,b1111,127.313,-0.61,b1111
63.6587,-1,b1111,127.317,-0.61,b1111
63.6613,-1,b1111,127.323,-0.7,b1111
63.6637,-0.65,b1111,127.327,-0.61,b1111
63.6662,-1,b1111,127.332,-0.7,b1111
63.6688,-1,b1111,127.338,-0.7,b1111
63.6712,-1.14,b1111,127.342,-0.7,b1111
63.6738,-1.14,b1111,127.348,-0.7,b1111
63.6763,-1.07,b1111,127.353,-0.7,b1111
63.6787,-1.07,b1111,127.357,-0.7,b1111
63.6813,-1.07,b1111,127.363,-0.7,b1111
63.6838,-1.07,b1111,127.368,-0.78,b1111
63.6862,-1.07,b1111,127.372,-0.7,b1111
63.6888,-0.93,b1111,127.378,-0.7,b1111
63.6912,-0.72,b1111,127.382,-0.7,b1111
