Time,Axial Accel (Gs),Lateral Accel (Gs)
155.202,0.54,0.7
155.204,0.54,0.7
155.205,0.54,0.7
155.206,0.54,0.7
155.208,0.54,0.7
155.209,0.47,0.7
155.21,0.47,0.7
155.211,0.54,0.7
155.212,0.54,0.52
155.214,0.54,0.52
155.215,0.54,0.52
155.216,0.54,0.52
155.217,0.54,0.43
155.219,0.47,0.43
155.22,0.47,0.43
155.221,0.54,0.43
155.223,0.54,0.43
155.224,0.61,0.43
155.225,0.61,0.43
155.226,0.47,0.43
155.227,0.47,0.35
155.229,0.54,0.35
155.23,0.54,0.35
155.231,0.47,0.35
155.232,0.47,0.35
155.234,0.47,0.35
155.235,0.47,0.35
155.236,0.47,0.35
155.238,0.47,0.17
155.239,0.47,0.17
155.24,0.47,0.17
155.241,0.33,0.17
155.242,0.33,0.35
155.244,0.33,0.35
155.245,0.33,0.35
155.246,0.4,0.35
155.247,0.4,0.35
155.249,0.33,0.35
155.25,0.33,0.35
155.251,0.47,0.35
155.251,0.47,0.35
155.251,0.47,0.35
155.253,0.47,0.26
155.254,0.33,0.26
155.255,0.33,0.26
155.256,0.4,0.26
155.258,0.4,0.17
155.259,0.4,0.17
155.26,0.4,0.17
155.261,0.33,0.17
155.262,0.33,0.26
155.264,0.4,0.26
155.265,0.4,0.26
155.266,0.33,0.26
155.268,0.33,0.17
155.269,0.33,0.17
155.27,0.33,0.17
155.271,0.33,0.17
155.273,0.33,0.17
155.274,0.33,0.17
155.275,0.33,0.17
155.276,0.33,0.17
155.277,0.33,0.26
155.279,0.4,0.26
155.28,0.4,0.26
155.281,0.33,0.26
155.283,0.33,0.17
155.284,0.33,0.17
155.285,0.33,0.17
155.286,0.33,0.17
155.288,0.33,0.17
155.289,0.33,0.17
155.29,0.33,0.17
155.291,0.4,0.17
155.292,0.4,0.17
155.294,0.33,0.17
155.295,0.33,0.17
155.296,0.33,0.17
155.298,0.33,0.26
155.299,0.33,0.26
155.3,0.33,0.26
155.301,0.4,0.26
155.301,0.4,0.26
155.301,0.4,0.26
155.303,0.4,0.17
155.304,0.4,0.17
155.305,0.4,0.17
155.306,0.4,0.17
155.307,0.4,0.26
155.309,0.4,0.26
155.31,0.4,0.26
155.311,0.33,0.26
155.313,0.33,0.35
155.314,0.47,0.35
155.315,0.47,0.35
155.316,0.47,0.35
155.318,0.47,0.17
155.319,0.4,0.17
155.32,0.4,0.17
155.321,0.4,0.17
155.322,0.4,0.17
155.324,0.47,0.17
155.325,0.47,0.17
155.326,0.4,0.17
155.327,0.4,0.26
155.329,0.47,0.26
155.33,0.47,0.26
155.331,0.4,0.26
155.333,0.4,0.35
155.334,0.47,0.35
155.335,0.47,0.35
155.336,0.47,0.35
155.337,0.47,0.26
155.339,0.47,0.26
155.34,0.47,0.26
155.341,0.47,0.26
155.342,0.47,0.35
155.344,0.54,0.35
155.345,0.54,0.35
155.346,0.4,0.35
155.348,0.4,0.52
155.349,0.54,0.52
155.35,0.54,0.52
155.351,0.54,0.52
155.351,0.54,0.52
155.351,0.54,0.52
155.352,0.54,0.35
155.354,0.54,0.35
155.355,0.54,0.35
155.356,0.54,0.35
155.357,0.54,0.43
155.359,0.54,0.43
155.36,0.54,0.43
155.361,0.61,0.43
155.363,0.61,0.35
155.364,0.61,0.35
155.365,0.61,0.35
155.366,0.54,0.35
155.367,0.54,0.43
155.369,0.61,0.43
155.37,0.61,0.43
155.371,0.54,0.43
155.372,0.54,0.43
155.374,0.61,0.43
155.375,0.61,0.43
155.376,0.54,0.43
155.378,0.54,0.43
155.379,0.61,0.43
155.38,0.61,0.43
155.381,0.61,0.43
155.383,0.61,0.7
155.384,0.61,0.7
155.385,0.61,0.7
155.386,0.54,0.7
155.387,0.54,0.52
155.389,0.61,0.52
155.39,0.61,0.52
155.391,0.54,0.52
155.393,0.54,0.52
155.394,0.61,0.52
155.395,0.61,0.52
155.396,0.61,0.52
155.398,0.61,0.7
155.399,0.61,0.7
155.4,0.61,0.7
155.401,0.54,0.7
155.401,0.54,0.7
155.401,0.54,0.7
155.402,0.54,0.7
155.404,0.61,0.7
155.405,0.61,0.7
155.406,0.61,0.7
155.408,0.61,0.7
155.409,0.61,0.7
155.41,0.61,0.7
155.411,0.61,0.7
155.413,0.61,0.7
155.414,0.61,0.7
155.415,0.61,0.7
155.416,0.61,0.7
155.417,0.61,0.7
155.419,0.61,0.7
155.42,0.61,0.7
155.421,0.61,0.7
155.423,0.61,0.7
155.424,0.68,0.7
155.425,0.68,0.7
155.426,0.61,0.7
155.428,0.61,0.52
155.429,0.61,0.52
155.43,0.61,0.52
155.431,0.61,0.52
155.432,0.61,0.7
155.434,0.61,0.7
155.435,0.61,0.7
155.436,0.61,0.7
155.438,0.61,0.52
155.439,0.61,0.52
155.44,0.61,0.52
155.441,0.61,0.52
155.443,0.61,0.52
155.444,0.61,0.52
155.445,0.61,0.52
155.446,0.61,0.52
155.447,0.61,0.43
155.449,0.61,0.43
155.45,0.61,0.43
155.451,0.61,0.43
155.451,0.61,0.43
155.451,0.61,0.43
155.452,0.61,0.43
155.454,0.54,0.43
155.455,0.54,0.43
155.456,0.61,0.43
155.458,0.61,0.35
155.459,0.61,0.35
155.46,0.61,0.35
155.461,0.54,0.35
155.462,0.54,0.26
155.464,0.61,0.26
155.465,0.61,0.26
155.466,0.54,0.26
155.467,0.54,0.17
155.469,0.54,0.17
155.47,0.54,0.17
155.471,0.54,0.17
155.473,0.54,0.08
155.474,0.47,0.08
155.475,0.47,0.08
155.476,0.61,0.08
155.477,0.61,0
155.479,0.61,0
155.48,0.61,0
155.481,0.61,0
155.482,0.61,0
155.484,0.61,0
155.485,0.61,0
155.486,0.61,0
155.488,0.61,0
155.489,0.61,0
155.49,0.61,0
155.491,0.61,0
155.492,0.61,-0.17
155.494,0.68,-0.17
155.495,0.68,-0.17
155.496,0.75,-0.17
155.497,0.75,-0.26
155.499,0.61,-0.26
155.5,0.61,-0.26
155.501,0.61,-0.26
155.501,0.61,-0.26
155.501,0.61,-0.26
155.503,0.61,-0.52
155.504,0.82,-0.52
155.505,0.82,-0.52
155.506,0.82,-0.52
155.508,0.82,-0.7
155.509,0.82,-0.7
155.51,0.82,-0.7
155.511,0.82,-0.7
155.512,0.82,-0.87
155.514,0.89,-0.87
155.515,0.89,-0.87
155.516,0.82,-0.87
155.518,0.82,-0.7
155.519,0.89,-0.7
155.52,0.89,-0.7
155.521,0.96,-0.7
155.523,0.96,-0.87
155.524,0.89,-0.87
155.525,0.89,-0.87
155.526,1.1,-0.87
155.527,1.1,-0.87
155.529,1.03,-0.87
155.53,1.03,-0.87
155.531,1.03,-0.87
155.533,1.03,-0.96
155.534,1.17,-0.96
155.535,1.17,-0.96
155.536,1.24,-0.96
155.538,1.24,-1.05
155.539,1.24,-1.05
155.54,1.24,-1.05
155.541,1.24,-1.05
155.542,1.24,-0.7
155.544,1.38,-0.7
155.545,1.38,-0.7
155.546,1.31,-0.7
155.548,1.31,-0.7
155.549,1.31,-0.7
155.55,1.31,-0.7
155.551,1.45,-0.7
155.551,1.45,-0.7
155.551,1.45,-0.7
155.553,1.45,-0.7
155.554,1.45,-0.7
155.555,1.45,-0.7
155.556,1.45,-0.7
155.557,1.45,-0.7
155.559,1.45,-0.7
155.56,1.45,-0.7
155.561,1.45,-0.7
155.563,1.45,-0.61
155.564,1.59,-0.61
155.565,1.59,-0.61
155.566,1.59,-0.61
155.568,1.59,-0.7
155.569,1.66,-0.7
155.57,1.66,-0.7
155.571,1.59,-0.7
155.572,1.59,-0.52
155.574,1.94,-0.52
155.575,1.94,-0.52
155.576,1.94,-0.52
155.577,1.94,-0.52
155.579,1.94,-0.52
155.58,1.94,-0.52
155.581,1.94,-0.52
155.583,1.94,-0.35
155.584,1.94,-0.35
155.585,1.94,-0.35
155.586,1.94,-0.35
155.587,1.94,-0.35
155.589,1.94,-0.35
155.59,1.94,-0.35
155.591,1.94,-0.35
155.592,1.94,-0.35
155.594,1.94,-0.35
155.595,1.94,-0.35
155.596,2.01,-0.35
155.598,2.01,-0.43
155.599,2.01,-0.43
155.6,2.01,-0.43
155.601,2.01,-0.43
155.601,2.01,-0.43
155.601,2.01,-0.43
155.602,2.01,-0.35
155.604,2.01,-0.35
155.605,2.01,-0.35
155.606,2.01,-0.35
155.607,2.01,-0.35
155.609,2.08,-0.35
155.61,2.08,-0.35
155.611,2.01,-0.35
155.613,2.01,-0.17
155.614,2.15,-0.17
155.615,2.15,-0.17
155.616,2.15,-0.17
155.617,2.15,0
155.619,2.15,0
155.62,2.15,0
155.621,2.15,0
155.622,2.15,0
155.624,2.15,0
155.625,2.15,0
155.626,2.15,0
155.628,2.15,0
155.629,2.15,0
155.63,2.15,0
155.631,2.15,0
155.633,2.15,0
155.634,2.22,0
155.635,2.22,0
155.636,2.15,0
155.637,2.15,0
155.639,2.22,0
155.64,2.22,0
155.641,2.22,0
155.643,2.22,0.08
155.644,2.29,0.08
155.645,2.29,0.08
155.646,2.22,0.08
155.648,2.22,0.08
155.649,2.29,0.08
155.65,2.29,0.08
155.651,2.15,0.08
155.651,2.15,0.08
155.651,2.15,0.08
155.652,2.15,0.17
155.654,2.29,0.17
155.655,2.29,0.17
155.656,2.29,0.17
155.658,2.29,0.08
155.659,2.29,0.08
155.66,2.29,0.08
155.661,2.29,0.08
155.663,2.29,0.17
155.664,2.29,0.17
155.665,2.29,0.17
155.666,2.29,0.17
155.667,2.29,0.26
155.669,2.29,0.26
155.67,2.29,0.26
155.671,2.29,0.26
155.673,2.29,0.35
155.674,2.43,0.35
155.675,2.43,0.35
155.676,2.29,0.35
155.678,2.29,0.35
155.679,2.36,0.35
155.68,2.36,0.35
155.681,2.29,0.35
155.682,2.29,0.35
155.684,2.36,0.35
155.685,2.36,0.35
155.686,2.43,0.35
155.688,2.43,0.43
155.689,2.36,0.43
155.69,2.36,0.43
155.691,2.43,0.43
155.693,2.43,0.43
155.694,2.43,0.43
155.695,2.43,0.43
155.696,2.43,0.43
155.697,2.43,0.52
155.699,2.36,0.52
155.7,2.36,0.52
155.701,2.43,0.52
155.701,2.43,0.52
155.701,2.43,0.52
155.702,2.43,0.52
155.704,2.43,0.52
155.705,2.43,0.52
155.706,2.36,0.52
155.708,2.36,0.7
155.709,2.43,0.7
155.71,2.43,0.7
155.711,2.29,0.7
155.712,2.29,0.7
155.714,2.36,0.7
155.715,2.36,0.7
155.716,2.29,0.7
155.717,2.29,0.78
155.719,2.15,0.78
155.72,2.15,0.78
155.721,2.29,0.78
155.723,2.29,0.87
155.724,2.29,0.87
155.725,2.29,0.87
155.726,2.29,0.87
155.727,2.29,0.96
155.729,2.22,0.96
155.73,2.22,0.96
155.731,2.15,0.96
155.732,2.15,1.13
155.734,2.08,1.13
155.735,2.08,1.13
155.736,2.15,1.13
155.738,2.15,1.22
155.739,2.01,1.22
155.74,2.01,1.22
155.741,2.15,1.22
155.742,2.15,1.22
155.744,2.01,1.22
155.745,2.01,1.22
155.746,2.01,1.22
155.747,2.01,1.4
155.749,2.01,1.4
155.75,2.01,1.4
155.751,2.01,1.4
155.751,2.01,1.4
155.751,2.01,1.4
155.753,2.01,1.4
155.754,2.01,1.4
155.755,2.01,1.4
155.756,1.94,1.4
155.758,1.94,1.4
155.759,2.01,1.4
155.76,2.01,1.4
155.761,1.94,1.4
155.762,1.94,1.4
155.764,1.94,1.4
155.765,1.94,1.4
155.766,1.8,1.4
155.768,1.8,1.48
155.769,1.8,1.48
155.77,1.8,1.48
155.771,1.73,1.48
155.773,1.73,1.4
155.774,1.66,1.4
155.775,1.66,1.4
155.776,1.87,1.4
155.777,1.87,1.48
155.779,1.52,1.48
155.78,1.52,1.48
155.781,1.45,1.48
155.783,1.45,1.57
155.784,1.38,1.57
155.785,1.38,1.57
155.786,1.31,1.57
155.788,1.31,1.48
155.789,1.24,1.48
155.79,1.24,1.48
155.791,1.24,1.48
155.792,1.24,1.57
155.794,1.17,1.57
155.795,1.17,1.57
155.796,1.17,1.57
155.798,1.17,1.57
155.799,1.1,1.57
155.8,1.1,1.57
155.801,1.03,1.57
155.801,1.03,1.57
155.801,1.03,1.57
155.803,1.03,1.57
155.804,0.89,1.57
155.805,0.89,1.57
155.806,0.89,1.57
155.807,0.89,1.57
155.809,0.89,1.57
155.81,0.89,1.57
155.811,0.82,1.57
155.813,0.82,1.48
155.814,0.68,1.48
155.815,0.68,1.48
155.816,0.54,1.48
155.818,0.54,1.57
155.819,0.61,1.57
155.82,0.61,1.57
155.821,0.47,1.57
155.822,0.47,1.4
155.824,0.47,1.4
155.825,0.47,1.4
155.826,0.4,1.4
155.827,0.4,1.4
155.829,0.33,1.4
155.83,0.33,1.4
155.831,0.19,1.4
155.833,0.19,1.4
155.834,0.33,1.4
155.835,0.33,1.4
155.836,0.19,1.4
155.837,0.19,1.22
155.839,0.19,1.22
155.84,0.19,1.22
155.841,0.12,1.22
155.842,0.12,1.13
155.844,0.05,1.13
155.845,0.05,1.13
155.846,0.12,1.13
155.848,0.12,1.13
155.849,0.05,1.13
155.85,0.05,1.13
155.851,0.05,1.13
155.851,0.05,1.13
155.851,0.05,1.13
155.852,0.05,0.87
155.854,0.05,0.87
155.855,0.05,0.87
155.856,-0.02,0.87
155.857,-0.02,0.87
155.859,-0.09,0.87
155.86,-0.09,0.87
155.861,-0.23,0.87
155.863,-0.23,1.05
155.864,-0.23,1.05
155.865,-0.23,1.05
155.866,-0.23,1.05
155.867,-0.23,0.96
155.869,-0.37,0.96
155.87,-0.37,0.96
155.871,-0.79,0.96
155.872,-0.79,0.87
155.874,-0.93,0.87
155.875,-0.93,0.87
155.876,-0.93,0.87
155.878,-0.93,0.87
155.879,-1,0.87
155.88,-1,0.87
155.881,-1.07,0.87
155.883,-1.07,0.7
155.884,-1,0.7
155.885,-1,0.7
155.886,-1.07,0.7
155.887,-1.07,0.87
155.889,-1.14,0.87
155.89,-1.14,0.87
155.891,-1.07,0.87
155.893,-1.07,0.78
155.894,-0.86,0.78
155.895,-0.86,0.78
155.896,-1.36,0.78
155.898,-1.36,0.78
155.899,-1.22,0.78
155.9,-1.22,0.78
155.901,-1.29,0.78
155.901,-1.29,0.78
155.901,-1.29,0.78
155.902,-1.29,0.87
155.904,-1.43,0.87
155.905,-1.43,0.87
155.906,-1.22,0.87
155.908,-1.22,1.05
155.909,-1.78,1.05
155.91,-1.78,1.05
155.911,-1.29,1.05
155.913,-1.29,0.87
155.914,-1.5,0.87
155.915,-1.5,0.87
155.916,-1.43,0.87
155.917,-1.43,0.87
155.919,-1.22,0.87
155.92,-1.22,0.87
155.921,-1.36,0.87
155.923,-1.36,0.87
155.924,-1.36,0.87
155.925,-1.36,0.87
155.926,-1.36,0.87
155.928,-1.36,0.87
155.929,-1.22,0.87
155.93,-1.22,0.87
155.931,-1.14,0.87
155.932,-1.14,0.87
155.934,-1.07,0.87
155.935,-1.07,0.87
155.936,-1.14,0.87
155.938,-1.14,0.87
155.939,-1.07,0.87
155.94,-1.07,0.87
155.941,-1,0.87
155.943,-1,0.87
155.944,-0.93,0.87
155.945,-0.93,0.87
155.946,-0.93,0.87
155.947,-0.93,0.87
155.949,-1,0.87
155.95,-1,0.87
155.951,-1,0.87
155.951,-1,0.87
155.951,-1,0.87
155.952,-1,0.87
155.954,-1,0.87
155.955,-1,0.87
155.956,-1,0.87
155.958,-1,0.78
155.959,-0.93,0.78
155.96,-0.93,0.78
155.961,-1,0.78
155.962,-1,0.78
155.964,-1,0.78
155.965,-1,0.78
155.966,-1.07,0.78
155.967,-1.07,0.87
155.969,-1,0.87
155.97,-1,0.87
155.971,-1,0.87
155.973,-1,0.96
155.974,-0.93,0.96
155.975,-0.93,0.96
155.976,-1,0.96
155.977,-1,1.05
155.979,-0.93,1.05
155.98,-0.93,1.05
155.981,-0.86,1.05
155.982,-0.86,1.05
155.984,-0.79,1.05
155.985,-0.79,1.05
155.986,-0.72,1.05
155.988,-0.72,0.96
155.989,-0.65,0.96
155.99,-0.65,0.96
155.991,-0.37,0.96
155.992,-0.37,1.05
155.994,-0.23,1.05
155.995,-0.23,1.05
155.996,-0.37,1.05
155.997,-0.37,1.05
155.999,-0.37,1.05
156,-0.37,1.05
156.001,-0.23,1.05
156.001,-0.23,1.05
156.001,-0.23,1.05
156.003,-0.23,1.05
156.004,-0.23,1.05
156.005,-0.23,1.05
156.006,-0.37,1.05
156.008,-0.37,1.05
156.009,-0.23,1.05
156.01,-0.23,1.05
156.011,-0.23,1.05
156.012,-0.23,1.13
156.014,-0.23,1.13
156.015,-0.23,1.13
156.016,-0.23,1.13
156.018,-0.23,1.05
156.019,-0.23,1.05
156.02,-0.23,1.05
156.021,-0.23,1.05
156.023,-0.23,1.05
156.024,-0.23,1.05
156.025,-0.23,1.05
156.026,-0.02,1.05
156.027,-0.02,1.22
156.029,-0.09,1.22
156.03,-0.09,1.22
156.031,-0.09,1.22
156.033,-0.09,1.05
156.034,-0.16,1.05
156.035,-0.16,1.05
156.036,-0.02,1.05
156.038,-0.02,1.22
156.039,-0.02,1.22
156.04,-0.02,1.22
156.041,-0.09,1.22
156.042,-0.09,1.13
156.044,0.05,1.13
156.045,0.05,1.13
156.046,0.05,1.13
156.048,0.05,1.05
156.049,0.12,1.05
156.05,0.12,1.05
156.051,0.05,1.05
156.051,0.05,1.05
156.051,0.05,1.05
156.053,0.05,0.96
156.054,0.12,0.96
156.055,0.12,0.96
156.056,0.05,0.96
156.057,0.05,1.05
156.059,0.19,1.05
156.06,0.19,1.05
156.061,0.19,1.05
156.063,0.19,0.87
156.064,0.12,0.87
156.065,0.12,0.87
156.066,0.19,0.87
156.068,0.19,0.96
156.069,0.26,0.96
156.07,0.26,0.96
156.071,0.19,0.96
156.072,0.19,1.05
156.074,0.26,1.05
156.075,0.26,1.05
156.076,0.33,1.05
156.077,0.33,1.13
156.079,0.33,1.13
156.08,0.33,1.13
156.081,0.33,1.13
156.083,0.33,1.05
156.084,0.19,1.05
156.085,0.19,1.05
156.086,0.26,1.05
156.087,0.26,1.13
156.089,0.26,1.13
156.09,0.26,1.13
156.091,0.33,1.13
156.092,0.33,1.13
156.094,0.33,1.13
156.095,0.33,1.13
156.096,0.4,1.13
156.098,0.4,1.22
156.099,0.33,1.22
156.1,0.33,1.22
156.101,0.47,1.22
156.101,0.47,1.22
156.101,0.47,1.22
156.102,0.47,1.13
156.104,0.54,1.13
156.105,0.54,1.13
156.106,0.61,1.13
156.107,0.61,0.87
156.109,0.68,0.87
156.11,0.68,0.87
156.111,0.61,0.87
156.113,0.61,0.87
156.114,0.82,0.87
156.115,0.82,0.87
156.116,0.61,0.87
156.117,0.61,0.87
156.119,0.82,0.87
156.12,0.82,0.87
156.121,0.82,0.87
156.122,0.82,0.7
156.124,0.82,0.7
156.125,0.82,0.7
156.126,0.89,0.7
156.128,0.89,0.7
156.129,0.89,0.7
156.13,0.89,0.7
156.131,0.89,0.7
156.133,0.89,0.7
156.134,0.89,0.7
156.135,0.89,0.7
156.136,0.89,0.7
156.137,0.89,0.7
156.139,0.96,0.7
156.14,0.96,0.7
156.141,0.89,0.7
156.143,0.89,0.52
156.144,1.03,0.52
156.145,1.03,0.52
156.146,1.03,0.52
156.148,1.03,0.43
156.149,1.17,0.43
156.15,1.17,0.43
156.151,1.1,0.43
156.151,1.1,0.43
156.151,1.1,0.43
156.152,1.1,0.52
156.154,1.1,0.52
156.155,1.1,0.52
156.156,1.17,0.52
156.158,1.17,0.52
156.159,1.1,0.52
156.16,1.1,0.52
156.161,1.03,0.52
156.163,1.03,0.52
156.164,1.17,0.52
156.165,1.17,0.52
156.166,1.1,0.52
156.167,1.1,0.52
156.169,1.1,0.52
156.17,1.1,0.52
156.171,1.17,0.52
156.173,1.17,0.52
156.174,1.17,0.52
156.175,1.17,0.52
156.176,1.24,0.52
156.178,1.24,0.35
156.179,1.17,0.35
156.18,1.17,0.35
156.181,1.24,0.35
156.182,1.24,0.35
156.184,1.17,0.35
156.185,1.17,0.35
156.186,1.17,0.35
156.188,1.17,0.17
156.189,1.17,0.17
156.19,1.17,0.17
156.191,1.17,0.17
156.193,1.17,0.26
156.194,1.38,0.26
156.195,1.38,0.26
156.196,1.52,0.26
156.197,1.52,0.17
156.199,1.31,0.17
156.2,1.31,0.17
156.201,1.24,0.17
156.201,1.24,0.17
156.201,1.24,0.17
156.202,1.24,0.17
156.204,1.31,0.17
156.205,1.31,0.17
156.206,1.31,0.17
156.208,1.31,0.08
156.209,1.31,0.08
156.21,1.31,0.08
156.211,1.38,0.08
156.212,1.38,0
156.214,1.31,0
156.215,1.31,0
156.216,1.31,0
156.217,1.31,0
156.219,1.31,0
156.22,1.31,0
156.221,1.24,0
156.223,1.24,0.17
156.224,1.24,0.17
156.225,1.24,0.17
156.226,1.38,0.17
156.227,1.38,0.17
156.229,1.24,0.17
156.23,1.24,0.17
156.231,1.38,0.17
156.232,1.38,0.08
156.234,1.38,0.08
156.235,1.38,0.08
156.236,1.31,0.08
156.238,1.31,0.17
156.239,1.24,0.17
156.24,1.24,0.17
156.241,1.31,0.17
156.242,1.31,0
156.244,1.38,0
156.245,1.38,0
156.246,1.31,0
156.247,1.31,0.08
156.249,1.17,0.08
156.25,1.17,0.08
156.251,1.24,0.08
156.251,1.24,0.08
156.251,1.24,0.08
156.253,1.24,0.17
156.254,1.31,0.17
156.255,1.31,0.17
156.256,1.24,0.17
156.258,1.24,0.26
156.259,1.31,0.26
156.26,1.31,0.26
156.261,1.24,0.26
156.262,1.24,0.26
156.264,1.31,0.26
156.265,1.31,0.26
156.266,1.31,0.26
156.268,1.31,0.35
156.269,1.38,0.35
156.27,1.38,0.35
156.271,1.38,0.35
156.273,1.38,0.43
156.274,1.31,0.43
156.275,1.31,0.43
156.276,1.45,0.43
156.277,1.45,0.61
156.279,1.38,0.61
156.28,1.38,0.61
156.281,1.45,0.61
156.283,1.45,0.87
156.284,1.45,0.87
156.285,1.45,0.87
156.286,1.45,0.87
156.288,1.45,1.13
156.289,1.52,1.13
156.29,1.52,1.13
156.291,1.59,1.13
156.292,1.59,1.22
156.294,1.94,1.22
156.295,1.94,1.22
156.296,1.94,1.22
156.298,1.94,1.05
156.299,1.94,1.05
156.3,1.94,1.05
156.301,1.94,1.05
156.301,1.94,1.05
156.301,1.94,1.05
156.303,1.94,1.22
156.304,1.94,1.22
156.305,1.94,1.22
156.306,1.94,1.22
156.307,1.94,1.4
156.309,1.94,1.4
156.31,1.94,1.4
156.311,2.01,1.4
156.313,2.01,1.22
156.314,2.01,1.22
156.315,2.01,1.22
156.316,2.15,1.22
156.318,2.15,1.22
156.319,2.08,1.22
156.32,2.08,1.22
156.321,2.15,1.22
156.322,2.15,1.05
156.324,2.15,1.05
156.325,2.15,1.05
156.326,2.15,1.05
156.327,2.15,1.22
156.329,2.29,1.22
156.33,2.29,1.22
156.331,2.29,1.22
156.333,2.29,1.13
156.334,2.36,1.13
156.335,2.36,1.13
156.336,2.36,1.13
156.337,2.36,1.05
156.339,2.43,1.05
156.34,2.43,1.05
156.341,2.43,1.05
156.342,2.43,0.87
156.344,2.43,0.87
156.345,2.43,0.87
156.346,2.43,0.87
156.348,2.43,0.78
156.349,2.43,0.78
156.35,2.43,0.78
156.351,2.36,0.78
156.351,2.36,0.78
156.351,2.36,0.78
156.352,2.36,0.7
156.354,2.36,0.7
156.355,2.36,0.7
156.356,2.5,0.7
156.357,2.5,0.61
156.359,2.43,0.61
156.36,2.43,0.61
156.361,2.5,0.61
156.363,2.5,0.7
156.364,2.57,0.7
156.365,2.57,0.7
156.366,2.57,0.7
156.367,2.57,0.87
156.369,2.57,0.87
156.37,2.57,0.87
156.371,2.71,0.87
156.372,2.71,0.87
156.374,2.78,0.87
156.375,2.78,0.87
156.376,2.57,0.87
156.378,2.57,0.7
156.379,2.71,0.7
156.38,2.71,0.7
156.381,2.78,0.7
156.383,2.78,0.7
156.384,2.71,0.7
156.385,2.71,0.7
156.386,2.78,0.7
156.387,2.78,0.7
156.389,2.78,0.7
156.39,2.78,0.7
156.391,2.85,0.7
156.393,2.85,1.05
156.394,2.85,1.05
156.395,2.85,1.05
156.396,2.85,1.05
156.398,2.85,1.05
156.399,2.99,1.05
156.4,2.99,1.05
156.401,2.85,1.05
156.401,2.85,1.05
156.401,2.85,1.05
156.402,2.85,1.05
156.404,3.06,1.05
156.405,3.06,1.05
156.406,3.06,1.05
156.408,3.06,1.05
156.409,3.06,1.05
156.41,3.06,1.05
156.411,3.14,1.05
156.413,3.14,1.05
156.414,3.14,1.05
156.415,3.14,1.05
156.416,3.14,1.05
156.417,3.14,0.78
156.419,3.21,0.78
156.42,3.21,0.78
156.421,3.28,0.78
156.423,3.28,0.96
156.424,3.35,0.96
156.425,3.35,0.96
156.426,3.35,0.96
156.428,3.35,1.13
156.429,3.42,1.13
156.43,3.42,1.13
156.431,3.49,1.13
156.432,3.49,1.22
156.434,3.49,1.22
156.435,3.49,1.22
156.436,3.7,1.22
156.438,3.7,1.4
156.439,3.7,1.4
156.44,3.7,1.4
156.441,3.63,1.4
156.443,3.63,1.4
156.444,3.84,1.4
156.445,3.84,1.4
156.446,3.84,1.4
156.447,3.84,1.4
156.449,3.91,1.4
156.45,3.91,1.4
156.451,3.98,1.4
156.451,3.98,1.4
156.451,3.98,1.4
156.452,3.98,1.22
156.454,3.98,1.22
156.455,3.98,1.22
156.456,4.12,1.22
156.458,4.12,1.05
156.459,4.12,1.05
156.46,4.12,1.05
156.461,4.26,1.05
156.462,4.26,1.05
156.464,4.26,1.05
156.465,4.26,1.05
156.466,4.19,1.05
156.467,4.19,1.05
156.469,4.26,1.05
156.47,4.26,1.05
156.471,4.33,1.05
156.473,4.33,1.05
156.474,4.47,1.05
156.475,4.47,1.05
156.476,4.47,1.05
156.477,4.47,1.05
156.479,4.54,1.05
156.48,4.54,1.05
156.481,4.54,1.05
156.482,4.54,1.13
156.484,4.61,1.13
156.485,4.61,1.13
156.486,4.68,1.13
156.488,4.68,0.96
156.489,4.54,0.96
156.49,4.54,0.96
156.491,4.68,0.96
156.492,4.68,0.87
156.494,4.75,0.87
156.495,4.75,0.87
156.496,4.82,0.87
156.497,4.82,0.87
156.499,4.82,0.87
156.5,4.82,0.87
156.501,4.82,0.87
156.501,4.82,0.87
156.501,4.82,0.87
156.503,4.82,0.87
156.504,4.82,0.87
156.505,4.82,0.87
156.506,5.03,0.87
156.508,5.03,0.78
156.509,5.1,0.78
156.51,5.1,0.78
156.511,4.96,0.78
156.512,4.96,0.7
156.514,5.1,0.7
156.515,5.1,0.7
156.516,5.1,0.7
156.518,5.1,0.7
156.519,5.25,0.7
156.52,5.25,0.7
156.521,5.1,0.7
156.523,5.1,0.7
156.524,5.32,0.7
156.525,5.32,0.7
156.526,5.39,0.7
156.527,5.39,0.78
156.529,5.39,0.78
156.53,5.39,0.78
156.531,5.46,0.78
156.533,5.46,0.87
156.534,5.39,0.87
156.535,5.39,0.87
156.536,5.46,0.87
156.538,5.46,0.78
156.539,5.6,0.78
156.54,5.6,0.78
156.541,5.67,0.78
156.542,5.67,0.7
156.544,5.67,0.7
156.545,5.67,0.7
156.546,5.67,0.7
156.548,5.67,0.52
156.549,5.67,0.52
156.55,5.67,0.52
156.551,5.74,0.52
156.551,5.74,0.52
156.551,5.74,0.52
156.553,5.74,0.52
156.554,5.88,0.52
156.555,5.88,0.52
156.556,5.88,0.52
156.557,5.88,0.52
156.559,5.95,0.52
156.56,5.95,0.52
156.561,5.95,0.52
156.563,5.95,0.43
156.564,5.95,0.43
156.565,5.95,0.43
156.566,6.09,0.43
156.568,6.09,0.35
156.569,6.09,0.35
156.57,6.09,0.35
156.571,6.02,0.35
156.572,6.02,0.43
156.574,6.16,0.43
156.575,6.16,0.43
156.576,6.23,0.43
