Time,Axial Accel (Gs),Lateral Accel (Gs)
0,0.89,0.26
0.00125,0.89,0.26
0.0025,0.89,0.26
0.00375,0.89,0.26
0.005,0.89,0.26
0.00625,0.89,0.52
0.0075,0.89,0.52
0.00875,0.89,0.52
0.01,0.82,0.52
0.01125,0.82,0.08
0.0125,0.89,0.08
0.01375,0.89,0.08
0.015,0.89,0.08
0.01625,0.89,0.08
0.0175,0.89,0.08
0.01875,0.89,0.08
0.02,0.89,0.08
0.02125,0.89,0.08
0.0225,0.89,0.08
0.02375,0.89,0.08
0.025,0.89,0.08
0.02625,0.89,0.17
0.0275,0.89,0.17
0.02875,0.89,0.17
0.03,0.89,0.17
0.03125,0.89,0.08
0.0325,0.89,0.08
0.03375,0.89,0.08
0.035,1.03,0.08
0.03625,1.03,0.26
0.0375,0.96,0.26
0.03875,0.96,0.26
0.04,0.89,0.26
0.04125,0.89,0.26
0.0425,0.89,0.26
0.04375,0.89,0.26
0.045,0.89,0.26
0.04625,0.89,0.35
0.0475,0.89,0.35
0.04875,0.89,0.35
0.05,0.96,0.35
0.05,0.96,0.35
0.05,0.96,0.35
0.05125,0.96,0.35
0.0525,0.89,0.35
0.05375,0.89,0.35
0.055,0.89,0.35
0.05625,0.89,0.52
0.0575,0.89,0.52
0.05875,0.89,0.52
0.06,0.89,0.52
0.06125,0.89,0
0.0625,0.89,0
0.06375,0.89,0
0.065,0.89,0
0.06625,0.89,0.26
0.0675,0.89,0.26
0.06875,0.89,0.26
0.07,0.89,0.26
0.07125,0.89,0.08
0.0725,0.89,0.08
0.07375,0.89,0.08
0.075,1.03,0.08
0.07625,1.03,0.26
0.0775,0.89,0.26
0.07875,0.89,0.26
0.08,0.82,0.26
0.08125,0.82,0.08
0.0825,0.82,0.08
0.08375,0.82,0.08
0.085,0.89,0.08
0.08625,0.89,0.17
0.0875,0.89,0.17
0.08875,0.89,0.17
0.09,0.89,0.17
0.09125,0.89,0.26
0.0925,0.82,0.26
0.09375,0.82,0.26
0.095,0.89,0.26
0.09625,0.89,0.17
0.0975,0.89,0.17
0.09875,0.89,0.17
0.1,0.89,0.17
0.1,0.89,0.17
0.1,0.89,0.17
0.10125,0.89,0.26
0.1025,0.89,0.26
0.10375,0.89,0.26
0.105,0.89,0.26
0.10625,0.89,0.17
0.1075,0.89,0.17
0.10875,0.89,0.17
0.11,0.89,0.17
0.11125,0.89,0.17
0.1125,0.82,0.17
0.11375,0.82,0.17
0.115,0.89,0.17
0.11625,0.89,0.17
0.1175,0.96,0.17
0.11875,0.96,0.17
0.12,0.96,0.17
0.12125,0.96,0.35
0.1225,0.89,0.35
0.12375,0.89,0.35
0.125,0.89,0.35
0.12625,0.89,0.26
0.1275,0.89,0.26
0.12875,0.89,0.26
0.13,0.96,0.26
0.13125,0.96,0.26
0.1325,0.96,0.26
0.13375,0.96,0.26
0.135,0.89,0.26
0.13625,0.89,0.26
0.1375,0.89,0.26
0.13875,0.89,0.26
0.14,0.89,0.26
0.14125,0.89,0.17
0.1425,0.89,0.17
0.14375,0.89,0.17
0.145,0.89,0.17
0.14625,0.89,0.35
0.1475,0.89,0.35
0.14875,0.89,0.35
0.15,0.89,0.35
0.15,0.89,0.35
0.15,0.89,0.35
0.15125,0.89,0.17
0.1525,0.89,0.17
0.15375,0.89,0.17
0.155,0.89,0.17
0.15625,0.89,0.17
0.1575,0.89,0.17
0.15875,0.89,0.17
0.16,0.89,0.17
0.16125,0.89,0.17
0.1625,0.89,0.17
0.16375,0.89,0.17
0.165,1.1,0.17
0.16625,1.1,0
0.1675,1.17,0
0.16875,1.17,0
0.17,7.71,0
0.17125,7.71,-1.4
0.1725,7.71,-1.4
0.17375,7.71,-1.4
0.175,10.94,-1.4
0.17625,10.94,1.83
0.1775,10.31,1.83
0.17875,10.31,1.83
0.18,9.96,1.83
0.18125,9.96,-0.35
0.1825,9.96,-0.35
0.18375,9.96,-0.35
0.185,10.38,-0.35
0.18625,10.38,0.78
0.1875,11.65,0.78
0.18875,11.65,0.78
0.19,12.14,0.78
0.19125,12.14,-1.57
0.1925,12.84,-1.57
0.19375,12.84,-1.57
0.195,13.4,-1.57
0.19625,13.4,-0.35
0.1975,13.61,-0.35
0.19875,13.61,-0.35
0.2,14.6,-0.35
0.2,14.6,-0.35
0.2,14.6,-0.35
0.20125,14.6,-0.35
0.2025,14.74,-0.35
0.20375,14.74,-0.35
0.205,15.3,-0.35
0.20625,15.3,0.52
0.2075,15.23,0.52
0.20875,15.23,0.52
0.21,15.65,0.52
0.21125,15.65,0.43
0.2125,16.01,0.43
0.21375,16.01,0.43
0.215,16.64,0.43
0.21625,16.64,0.08
0.2175,17.2,0.08
0.21875,17.2,0.08
0.22,17.62,0.08
0.22125,17.62,2.45
0.2225,17.69,2.45
0.22375,17.69,2.45
0.225,17.62,2.45
0.22625,17.62,0.43
0.2275,17.76,0.43
0.22875,17.76,0.43
0.23,17.83,0.43
0.23125,17.83,0.78
0.2325,17.69,0.78
0.23375,17.69,0.78
0.235,17.62,0.78
0.23625,17.62,0.7
0.2375,17.62,0.7
0.23875,17.62,0.7
0.24,17.62,0.7
0.24125,17.62,1.22
0.2425,17.27,1.22
0.24375,17.27,1.22
0.245,17.34,1.22
0.24625,17.34,-1.05
0.2475,17.48,-1.05
0.24875,17.48,-1.05
0.25,17.48,-1.05
0.25,17.48,-1.05
0.25,17.48,-1.05
0.25125,17.48,-1.05
0.2525,17.48,1.22
0.25375,17.48,1.22
0.255,17.48,1.22
0.25625,17.34,1.22
0.2575,17.34,0
0.25875,17.27,0
0.26,17.27,0
0.26125,17.13,0
0.2625,17.13,0.87
0.26375,16.99,0.87
0.265,16.99,0.87
0.26625,17.27,0.87
0.2675,17.27,-3.32
0.26875,16.99,-3.32
0.27,16.99,-3.32
0.27125,20.58,-3.32
0.2725,20.58,1.4
0.27375,0.33,1.4
0.275,0.33,1.4
0.27625,33.24,1.4
0.2775,33.24,1.05
0.27875,16.5,1.05
0.28,16.5,1.05
0.28125,17.62,1.05
0.2825,17.62,0.43
0.28375,17.27,0.43
0.285,17.27,0.43
0.28625,17.27,0.43
0.2875,17.27,-2.62
0.28875,17.97,-2.62
0.29,17.97,-2.62
0.29125,17.27,-2.62
0.2925,17.27,0.87
0.29375,17.76,0.87
0.295,17.76,0.87
0.29625,17.9,0.87
0.2975,17.9,-0.52
0.29875,17.69,-0.52
0.3,17.69,-0.52
0.30125,17.2,-0.52
0.30125,17.2,-0.52
0.30125,17.2,-0.52
0.3025,17.2,0.7
0.30375,17.62,0.7
0.305,17.62,0.7
0.30625,17.55,0.7
0.3075,17.55,6.3
0.30875,17.27,6.3
0.31,17.27,6.3
0.31125,19.1,6.3
0.3125,19.1,-3.5
0.31375,20.65,-3.5
0.315,20.65,-3.5
0.31625,-0.93,-3.5
0.3175,-0.93,2.45
0.31875,17.48,2.45
0.32,17.48,2.45
0.32125,17.13,2.45
0.3225,17.13,1.4
0.32375,16.71,1.4
0.325,16.71,1.4
0.32625,16.78,1.4
0.3275,16.78,-0.17
0.32875,17.41,-0.17
0.33,17.41,-0.17
0.33125,17.69,-0.17
0.3325,17.69,-4.72
0.33375,18.12,-4.72
0.335,18.12,-4.72
0.33625,17.69,-4.72
0.3375,17.69,1.75
0.33875,17.55,1.75
0.34,17.55,1.75
0.34125,17.62,1.75
0.3425,17.62,0.96
0.34375,17.41,0.96
0.345,17.41,0.96
0.34625,17.41,0.96
0.3475,17.41,0.7
0.34875,17.48,0.7
0.35,17.48,0.7
0.35125,17.41,0.7
0.35125,17.41,0.7
0.35125,17.41,0.7
0.3525,17.41,-0.17
0.35375,17.34,-0.17
0.355,17.34,-0.17
0.35625,17.62,-0.17
0.3575,17.62,0.35
0.35875,17.9,0.35
0.36,17.9,0.35
0.36125,17.76,0.35
0.3625,17.76,0.78
0.36375,17.76,0.78
0.365,17.76,0.78
0.36625,17.69,0.78
0.3675,17.69,0.08
0.36875,17.69,0.08
0.37,17.69,0.08
0.37125,17.62,0.08
0.3725,17.62,0.7
0.37375,17.9,0.7
0.375,17.9,0.7
0.37625,17.83,0.7
0.3775,17.83,0.35
0.37875,17.69,0.35
0.38,17.69,0.35
0.38125,17.9,0.35
0.3825,17.9,0.35
0.38375,17.55,0.35
0.385,17.55,0.35
0.38625,17.48,0.35
0.3875,17.48,0.35
0.38875,17.62,0.35
0.39,17.62,0.35
0.39125,17.69,0.35
0.3925,17.69,0.7
0.39375,17.34,0.7
0.395,17.34,0.7
0.39625,17.34,0.7
0.3975,17.34,0.43
0.39875,17.69,0.43
0.4,17.69,0.43
0.40125,17.83,0.43
0.40125,17.83,0.43
0.40125,17.83,0.43
0.4025,17.83,0.35
0.40375,17.76,0.35
0.405,17.76,0.35
0.40625,17.62,0.35
0.4075,17.62,0.7
0.40875,17.69,0.7
0.41,17.69,0.7
0.41125,17.76,0.7
0.4125,17.76,0.43
0.41375,17.76,0.43
0.415,17.76,0.43
0.41625,17.69,0.43
0.4175,17.69,0.43
0.41875,17.55,0.43
0.42,17.55,0.43
0.42125,17.48,0.43
0.4225,17.48,0.43
0.42375,17.62,0.43
0.425,17.62,0.43
0.42625,17.97,0.43
0.4275,17.97,1.13
0.42875,17.69,1.13
0.43,17.69,1.13
0.43125,17.69,1.13
0.4325,17.69,0.7
0.43375,17.69,0.7
0.435,17.69,0.7
0.43625,17.62,0.7
0.4375,17.62,0.43
0.43875,17.97,0.43
0.44,17.97,0.43
0.44125,18.05,0.43
0.4425,18.05,0.7
0.44375,17.76,0.7
0.445,17.76,0.7
0.44625,17.83,0.7
0.4475,17.83,0.35
0.44875,17.62,0.35
0.45,17.62,0.35
0.45125,17.48,0.35
0.45125,17.48,0.35
0.45125,17.48,0.35
0.4525,17.48,0.52
0.45375,17.69,0.52
0.455,17.69,0.52
0.45625,17.76,0.52
0.4575,17.76,0.43
0.45875,17.69,0.43
0.46,17.69,0.43
0.46125,17.83,0.43
0.4625,17.83,0.43
0.46375,17.97,0.43
0.465,17.97,0.43
0.46625,19.8,0.43
0.4675,19.8,0.52
0.46875,19.94,0.52
0.47,19.94,0.52
0.47125,19.87,0.52
0.4725,19.87,0.78
0.47375,19.94,0.78
0.475,19.94,0.78
0.47625,7.21,0.78
0.4775,7.21,-1.66
0.47875,18.33,-1.66
0.48,18.33,-1.66
0.48125,20.72,-1.66
0.4825,20.72,1.66
0.48375,20.72,1.66
0.485,20.72,1.66
0.48625,19.31,1.66
0.4875,19.31,0.7
0.48875,19.52,0.7
0.49,19.52,0.7
0.49125,18.82,0.7
0.4925,18.82,0.17
0.49375,18.68,0.17
0.495,18.68,0.17
0.49625,18.82,0.17
0.4975,18.82,0.43
0.49875,18.54,0.43
0.5,18.54,0.43
0.50125,18.82,0.43
0.50125,18.82,0.43
0.50125,18.82,0.43
0.5025,18.82,0.43
0.50375,18.68,0.43
0.505,18.68,0.43
0.50625,18.89,0.43
0.5075,18.89,0.78
0.50875,18.96,0.78
0.51,18.96,0.78
0.51125,18.82,0.78
0.5125,18.82,0.35
0.51375,18.61,0.35
0.515,18.61,0.35
0.51625,18.82,0.35
0.5175,18.82,0.7
0.51875,18.82,0.7
0.52,18.82,0.7
0.52125,18.75,0.7
0.5225,18.75,0.52
0.52375,19.03,0.52
0.525,19.03,0.52
0.52625,19.1,0.52
0.5275,19.1,0.52
0.52875,18.96,0.52
0.53,18.96,0.52
0.53125,18.96,0.52
0.5325,18.96,0.43
0.53375,18.89,0.43
0.535,18.89,0.43
0.53625,19.24,0.43
0.5375,19.24,0.52
0.53875,19.24,0.52
0.54,19.24,0.52
0.54125,18.89,0.52
0.5425,18.89,0.43
0.54375,18.82,0.43
0.545,18.82,0.43
0.54625,18.47,0.43
0.5475,18.47,0.43
0.54875,18.75,0.43
0.55,18.75,0.43
0.55125,18.75,0.43
0.55125,18.75,0.43
0.55125,18.75,0.43
0.5525,18.75,0.7
0.55375,18.82,0.7
0.555,18.82,0.7
0.55625,18.33,0.7
0.5575,18.33,0.43
0.55875,18.75,0.43
0.56,18.75,0.43
0.56125,18.75,0.43
0.5625,18.75,0.52
0.56375,18.75,0.52
0.565,18.75,0.52
0.56625,18.47,0.52
0.5675,18.47,0.43
0.56875,18.47,0.43
0.57,18.47,0.43
0.57125,18.47,0.43
0.5725,18.47,0.52
0.57375,18.47,0.52
0.575,18.47,0.52
0.57625,18.68,0.52
0.5775,18.68,0.35
0.57875,18.75,0.35
0.58,18.75,0.35
0.58125,18.82,0.35
0.5825,18.82,0.52
0.58375,18.68,0.52
0.585,18.68,0.52
0.58625,18.82,0.52
0.5875,18.82,0.52
0.58875,18.75,0.52
0.59,18.75,0.52
0.59125,18.61,0.52
0.5925,18.61,0.52
0.59375,18.68,0.52
0.595,18.68,0.52
0.59625,18.82,0.52
0.5975,18.82,0.43
0.59875,18.54,0.43
0.6,18.54,0.43
0.60125,18.68,0.43
0.60125,18.68,0.43
0.60125,18.68,0.43
0.6025,18.68,0.52
0.60375,18.75,0.52
0.605,18.75,0.52
0.60625,18.4,0.52
0.6075,18.4,0.52
0.60875,18.68,0.52
0.61,18.68,0.52
0.61125,18.82,0.52
0.6125,18.82,0.52
0.61375,18.82,0.52
0.615,18.82,0.52
0.61625,18.61,0.52
0.6175,18.61,0.7
0.61875,18.82,0.7
0.62,18.82,0.7
0.62125,18.61,0.7
0.6225,18.61,0.7
0.62375,18.33,0.7
0.625,18.33,0.7
0.62625,18.4,0.7
0.6275,18.4,0.43
0.62875,18.61,0.43
0.63,18.61,0.43
0.63125,18.61,0.43
0.6325,18.61,0.35
0.63375,18.82,0.35
0.635,18.82,0.35
0.63625,18.82,0.35
0.6375,18.82,0.35
0.63875,18.47,0.35
0.64,18.47,0.35
0.64125,18.47,0.35
0.6425,18.47,0.7
0.64375,18.54,0.7
0.645,18.54,0.7
0.64625,18.54,0.7
0.6475,18.54,0.52
0.64875,18.75,0.52
0.65,18.75,0.52
0.65125,18.47,0.52
0.65125,18.47,0.52
0.65125,18.47,0.52
0.6525,18.47,0.52
0.65375,18.4,0.52
0.655,18.4,0.52
0.65625,18.61,0.52
0.6575,18.61,0.43
0.65875,18.82,0.43
0.66,18.82,0.43
0.66125,18.75,0.43
0.6625,18.75,0.43
0.66375,18.4,0.43
0.665,18.4,0.43
0.66625,18.4,0.43
0.6675,18.4,0.61
0.66875,18.26,0.61
0.67,18.26,0.61
0.67125,18.47,0.61
0.6725,18.47,0.52
0.67375,18.33,0.52
0.675,18.33,0.52
0.67625,18.33,0.52
0.6775,18.33,0.52
0.67875,18.54,0.52
0.68,18.54,0.52
0.68125,18.26,0.52
0.6825,18.26,0.7
0.68375,18.4,0.7
0.685,18.4,0.7
0.68625,18.54,0.7
0.6875,18.54,0.52
0.68875,18.19,0.52
0.69,18.19,0.52
0.69125,18.05,0.52
0.6925,18.05,0.52
0.69375,18.12,0.52
0.695,18.12,0.52
0.69625,18.33,0.52
0.6975,18.33,0.7
0.69875,18.26,0.7
0.7,18.26,0.7
0.70125,18.33,0.7
0.70125,18.33,0.7
0.70125,18.33,0.7
0.7025,18.33,0.52
0.70375,18.19,0.52
0.705,18.19,0.52
0.70625,18.33,0.52
0.7075,18.33,0.43
0.70875,17.97,0.43
0.71,17.97,0.43
0.71125,18.12,0.43
0.7125,18.12,0.7
0.71375,18.12,0.7
0.715,18.12,0.7
0.71625,18.12,0.7
0.7175,18.12,0.43
0.71875,18.19,0.43
0.72,18.19,0.43
0.72125,18.05,0.43
0.7225,18.05,0.7
0.72375,17.9,0.7
0.725,17.9,0.7
0.72625,17.69,0.7
0.7275,17.69,0.52
0.72875,17.69,0.52
0.73,17.69,0.52
0.73125,17.9,0.52
0.7325,17.9,0.7
0.73375,17.9,0.7
0.735,17.9,0.7
0.73625,17.9,0.7
0.7375,17.9,0.43
0.73875,17.9,0.43
0.74,17.9,0.43
0.74125,18.05,0.43
0.7425,18.05,0.52
0.74375,18.05,0.52
0.745,18.05,0.52
0.74625,18.05,0.52
0.7475,18.05,0.43
0.74875,17.97,0.43
0.75,17.97,0.43
0.75125,18.12,0.43
0.75125,18.12,0.43
0.75125,18.12,0.43
0.7525,18.12,0.7
0.75375,17.83,0.7
0.755,17.83,0.7
0.75625,17.83,0.7
0.7575,17.83,0.7
0.75875,18.05,0.7
0.76,18.05,0.7
0.76125,17.97,0.7
0.7625,17.97,0.7
0.76375,17.97,0.7
0.765,17.97,0.7
0.76625,17.97,0.7
0.7675,17.97,0.7
0.76875,18.05,0.7
0.77,18.05,0.7
0.77125,17.9,0.7
0.7725,17.9,0.52
0.77375,17.83,0.52
0.775,17.83,0.52
0.77625,17.9,0.52
0.7775,17.9,0.52
0.77875,17.76,0.52
0.78,17.76,0.52
0.78125,17.69,0.52
0.7825,17.69,0.43
0.78375,17.83,0.43
0.785,17.83,0.43
0.78625,17.76,0.43
0.7875,17.76,0.52
0.78875,17.9,0.52
0.79,17.9,0.52
0.79125,17.97,0.52
0.7925,17.97,0.7
0.79375,17.76,0.7
0.795,17.76,0.7
0.79625,17.83,0.7
0.7975,17.83,0.7
0.79875,17.76,0.7
0.8,17.76,0.7
0.80125,17.9,0.7
0.80125,17.9,0.7
0.80125,17.9,0.7
0.8025,17.9,0.7
0.80375,17.97,0.7
0.805,17.97,0.7
0.80625,17.9,0.7
0.8075,17.9,0.52
0.80875,17.76,0.52
0.81,17.76,0.52
0.81125,17.9,0.52
0.8125,17.9,0.7
0.81375,17.9,0.7
0.815,17.9,0.7
0.81625,17.97,0.7
0.8175,17.97,0.7
0.81875,18.05,0.7
0.82,18.05,0.7
0.82125,17.97,0.7
0.8225,17.97,0.78
0.82375,17.97,0.78
0.825,17.97,0.78
0.82625,17.97,0.78
0.8275,17.97,0.7
0.82875,17.76,0.7
0.83,17.76,0.7
0.83125,18.05,0.7
0.8325,18.05,0.87
0.83375,18.05,0.87
0.835,18.05,0.87
0.83625,18.05,0.87
0.8375,18.05,0.7
0.83875,17.76,0.7
0.84,17.76,0.7
0.84125,17.97,0.7
0.8425,17.97,0.78
0.84375,18.05,0.78
0.845,18.05,0.78
0.84625,17.76,0.78
0.8475,17.76,0.7
0.84875,17.9,0.7
0.85,17.9,0.7
0.85125,17.97,0.7
0.85125,17.97,0.7
0.85125,17.97,0.7
0.8525,17.97,0.78
0.85375,18.12,0.78
0.855,18.12,0.78
0.85625,18.12,0.78
0.8575,18.12,0.7
0.85875,18.12,0.7
0.86,18.12,0.7
0.86125,18.05,0.7
0.8625,18.05,0.7
0.86375,18.26,0.7
0.865,18.26,0.7
0.86625,18.19,0.7
0.8675,18.19,0.52
0.86875,18.19,0.52
0.87,18.19,0.52
0.87125,18.19,0.52
0.8725,18.19,0.52
0.87375,18.05,0.52
0.875,18.05,0.52
0.87625,17.97,0.52
0.8775,17.97,0.78
0.87875,18.05,0.78
0.88,18.05,0.78
0.88125,17.97,0.78
0.8825,17.97,0.52
0.88375,17.83,0.52
0.885,17.83,0.52
0.88625,18.05,0.52
0.8875,18.05,0.87
0.88875,17.97,0.87
0.89,17.97,0.87
0.89125,18.12,0.87
0.8925,18.12,0.7
0.89375,18.12,0.7
0.895,18.12,0.7
0.89625,18.05,0.7
0.8975,18.05,0.78
0.89875,17.97,0.78
0.9,17.97,0.78
0.90125,18.05,0.78
0.90125,18.05,0.78
0.90125,18.05,0.78
0.9025,18.05,0.52
0.90375,18.12,0.52
0.905,18.12,0.52
0.90625,18.12,0.52
0.9075,18.12,0.7
0.90875,18.12,0.7
0.91,18.12,0.7
0.91125,18.19,0.7
0.9125,18.19,0.52
0.91375,18.33,0.52
0.915,18.33,0.52
0.91625,18.19,0.52
0.9175,18.19,0.96
0.91875,18.05,0.96
0.92,18.05,0.96
0.92125,18.19,0.96
0.9225,18.19,0.7
0.92375,18.12,0.7
0.925,18.12,0.7
0.92625,18.05,0.7
0.9275,18.05,0.7
0.92875,18.12,0.7
0.93,18.12,0.7
0.93125,18.19,0.7
0.9325,18.19,0.78
0.93375,18.19,0.78
0.935,18.19,0.78
0.93625,18.19,0.78
0.9375,18.19,0.7
0.93875,18.12,0.7
0.94,18.12,0.7
0.94125,18.19,0.7
0.9425,18.19,0.78
0.94375,18.12,0.78
0.945,18.12,0.78
0.94625,18.12,0.78
0.9475,18.12,0.43
0.94875,18.05,0.43
0.95,18.05,0.43
0.95125,18.05,0.43
0.95125,18.05,0.43
0.95125,18.05,0.43
0.9525,18.05,0.7
0.95375,18.12,0.7
0.955,18.12,0.7
0.95625,17.97,0.7
0.9575,17.97,0.26
0.95875,18.05,0.26
0.96,18.05,0.26
0.96125,18.12,0.26
0.9625,18.12,0.78
0.96375,18.12,0.78
0.965,18.12,0.78
0.96625,18.12,0.78
0.9675,18.12,0.52
0.96875,18.19,0.52
0.97,18.19,0.52
0.97125,18.19,0.52
0.9725,18.19,0.87
0.97375,18.19,0.87
0.975,18.19,0.87
0.97625,18.19,0.87
0.9775,18.19,0.7
0.97875,18.33,0.7
0.98,18.33,0.7
0.98125,18.4,0.7
0.9825,18.4,0.52
0.98375,18.4,0.52
0.985,18.4,0.52
0.98625,18.33,0.52
0.9875,18.33,0.43
0.98875,18.26,0.43
0.99,18.26,0.43
0.99125,18.26,0.43
0.9925,18.26,0.35
0.99375,18.26,0.35
0.995,18.26,0.35
0.99625,18.26,0.35
0.9975,18.26,0.52
0.99875,18.26,0.52
1,18.26,0.52
1.00125,18.26,0.52
1.00125,18.26,0.52
1.00125,18.26,0.52
1.0025,18.26,0.7
1.00375,18.19,0.7
1.005,18.19,0.7
1.00625,18.33,0.7
1.0075,18.33,0.78
1.00875,18.33,0.78
1.01,18.33,0.78
1.01125,18.33,0.78
1.0125,18.33,0.7
1.01375,18.12,0.7
1.015,18.12,0.7
1.01625,18.05,0.7
1.0175,18.05,0.52
1.01875,18.05,0.52
1.02,18.05,0.52
1.02125,18.12,0.52
1.0225,18.12,0.52
1.02375,18.26,0.52
1.025,18.26,0.52
1.02625,18.19,0.52
1.0275,18.19,0.43
1.02875,18.19,0.43
1.03,18.19,0.43
1.03125,18.19,0.43
1.0325,18.19,0.78
1.03375,18.12,0.78
1.035,18.12,0.78
1.03625,18.26,0.78
1.0375,18.26,0.7
1.03875,18.19,0.7
1.04,18.19,0.7
1.04125,18.4,0.7
1.0425,18.4,0.7
1.04375,18.19,0.7
1.045,18.19,0.7
1.04625,18.19,0.7
1.0475,18.19,0.52
1.04875,18.26,0.52
1.05,18.26,0.52
1.05125,18.26,0.52
1.05125,18.26,0.52
1.05125,18.26,0.52
1.0525,18.26,0.43
1.05375,18.4,0.43
1.055,18.4,0.43
1.05625,18.33,0.43
1.0575,18.33,0.52
1.05875,18.26,0.52
1.06,18.26,0.52
1.06125,18.47,0.52
1.0625,18.47,0.52
1.06375,18.4,0.52
1.065,18.4,0.52
1.06625,18.26,0.52
1.0675,18.26,0.7
1.06875,18.33,0.7
1.07,18.33,0.7
1.07125,18.26,0.7
1.0725,18.26,0.35
1.07375,18.26,0.35
1.075,18.26,0.35
1.07625,18.33,0.35
1.0775,18.33,0.7
1.07875,18.19,0.7
1.08,18.19,0.7
1.08125,18.26,0.7
1.0825,18.26,0.52
1.08375,18.19,0.52
1.085,18.19,0.52
1.08625,18.12,0.52
1.0875,18.12,0.7
1.08875,18.19,0.7
1.09,18.19,0.7
1.09125,18.19,0.7
1.0925,18.19,0.7
1.09375,18.12,0.7
1.095,18.12,0.7
1.09625,18.12,0.7
1.0975,18.12,0.7
1.09875,18.05,0.7
1.1,18.05,0.7
1.10125,18.26,0.7
1.10125,18.26,0.7
1.10125,18.26,0.7
1.1025,18.26,0.78
1.10375,18.26,0.78
1.105,18.26,0.78
1.10625,18.33,0.78
1.1075,18.33,0.35
1.10875,18.33,0.35
1.11,18.33,0.35
1.11125,18.26,0.35
1.1125,18.26,0.7
1.11375,18.19,0.7
1.115,18.19,0.7
1.11625,18.33,0.7
1.1175,18.33,0.7
1.11875,18.4,0.7
1.12,18.4,0.7
1.12125,18.19,0.7
1.1225,18.19,0.78
1.12375,18.4,0.78
1.125,18.4,0.78
1.12625,18.33,0.78
1.1275,18.33,0.78
1.12875,18.33,0.78
1.13,18.33,0.78
1.13125,18.33,0.78
1.1325,18.33,0.87
1.13375,18.33,0.87
1.135,18.33,0.87
1.13625,18.4,0.87
1.1375,18.4,1.05
1.13875,18.33,1.05
1.14,18.33,1.05
1.14125,18.4,1.05
1.1425,18.4,0.87
1.14375,18.19,0.87
1.145,18.19,0.87
1.14625,18.19,0.87
1.1475,18.19,0.7
1.14875,18.19,0.7
1.15,18.19,0.7
1.15125,18.12,0.7
1.15125,18.12,0.7
1.15125,18.12,0.7
1.1525,18.12,0.35
1.15375,18.26,0.35
1.155,18.26,0.35
1.15625,18.33,0.35
1.1575,18.33,0.96
1.15875,18.4,0.96
1.16,18.4,0.96
1.16125,18.4,0.96
1.1625,18.4,0.61
1.16375,18.54,0.61
1.165,18.54,0.61
1.16625,18.47,0.61
1.1675,18.47,0.87
1.16875,18.4,0.87
1.17,18.4,0.87
1.17125,18.4,0.87
1.1725,18.4,0.7
1.17375,18.47,0.7
1.175,18.47,0.7
1.17625,18.4,0.7
1.1775,18.4,0.87
1.17875,18.4,0.87
1.18,18.4,0.87
1.18125,18.33,0.87
1.1825,18.33,0.7
1.18375,18.4,0.7
1.185,18.4,0.7
1.18625,18.47,0.7
1.1875,18.47,0.87
1.18875,18.54,0.87
1.19,18.54,0.87
1.19125,18.61,0.87
1.1925,18.61,0.7
1.19375,18.47,0.7
1.195,18.47,0.7
1.19625,18.33,0.7
1.1975,18.33,0.78
1.19875,18.33,0.78
1.2,18.33,0.78
1.20125,18.33,0.78
1.20125,18.33,0.78
1.20125,18.33,0.78
1.2025,18.33,0.87
1.20375,18.33,0.87
1.205,18.33,0.87
1.20625,18.33,0.87
1.2075,18.33,0.87
1.20875,18.47,0.87
1.21,18.47,0.87
1.21125,18.54,0.87
1.2125,18.54,1.22
1.21375,18.47,1.22
1.215,18.47,1.22
1.21625,18.4,1.22
1.2175,18.4,1.05
1.21875,18.47,1.05
1.22,18.47,1.05
1.22125,18.47,1.05
1.2225,18.47,1.13
1.22375,18.33,1.13
1.225,18.33,1.13
1.22625,18.19,1.13
1.2275,18.19,1.05
1.22875,18.26,1.05
1.23,18.26,1.05
1.23125,18.26,1.05
1.2325,18.26,0.87
1.23375,18.19,0.87
1.235,18.19,0.87
1.23625,18.19,0.87
1.2375,18.19,0.78
1.23875,18.19,0.78
1.24,18.19,0.78
1.24125,18.26,0.78
1.2425,18.26,0.78
1.24375,18.26,0.78
1.245,18.26,0.78
1.24625,18.26,0.78
1.2475,18.26,0.87
1.24875,18.26,0.87
1.25,18.26,0.87
1.25125,18.26,0.87
1.25125,18.26,0.87
1.25125,18.26,0.87
1.2525,18.26,0.87
1.25375,18.19,0.87
1.255,18.19,0.87
1.25625,18.19,0.87
1.2575,18.19,0.7
1.25875,18.19,0.7
1.26,18.19,0.7
1.26125,18.19,0.7
1.2625,18.19,0.7
1.26375,18.26,0.7
1.265,18.26,0.7
1.26625,18.12,0.7
1.2675,18.12,0.78
1.26875,18.19,0.78
1.27,18.19,0.78
1.27125,18.26,0.78
1.2725,18.26,0.35
1.27375,18.19,0.35
1.275,18.19,0.35
1.27625,18.19,0.35
1.2775,18.19,0.7
1.27875,18.19,0.7
1.28,18.19,0.7
1.28125,18.26,0.7
1.2825,18.26,0.35
1.28375,18.26,0.35
1.285,18.26,0.35
1.28625,18.26,0.35
1.2875,18.26,0.61
1.28875,18.19,0.61
1.29,18.19,0.61
1.29125,18.19,0.61
1.2925,18.19,0.08
1.29375,18.26,0.08
1.295,18.26,0.08
1.29625,18.33,0.08
1.2975,18.33,0.35
1.29875,18.47,0.35
1.3,18.47,0.35
1.30125,18.4,0.35
